id,season,home_team_goal,away_team_goal,date,home_player_1,home_player_2,home_player_3,home_player_4,home_player_5,home_player_6,home_player_7,home_player_8,home_player_9,home_player_10,home_player_11,away_player_1,away_player_2,away_player_3,away_player_4,away_player_5,away_player_6,away_player_7,away_player_8,away_player_9,away_player_10,away_player_11,name,name,team_long_name,team_short_name,team_long_name,team_short_name
1841,2008/2009,1,0,2008-08-23 00:00:00,24224,25518,24228,30929,29581,38807,40565,30360,33852,34574,37799,23932,26454,23783,24336,23785,23934,23933,35532,23931,24372,34261,England,England Premier League,Newcastle United,NEW,Bolton Wanderers,BOL
1842,2008/2009,3,0,2008-08-24 00:00:00,31432,46403,24208,23939,26436,24213,39027,,33633,40198,51553,36374,30966,23818,37277,30687,36394,37169,24223,24773,34543,23139,England,England Premier League,Manchester City,MCI,West Ham United,WHU
1843,2008/2009,1,1,2008-08-23 00:00:00,30622,37764,19020,23921,24136,23922,23889,30342,23916,30646,34176,23021,34430,34275,24509,23022,23034,23023,34437,23438,39073,23352,England,England Premier League,Blackburn Rovers,BLB,Hull City,HUL
1844,2008/2009,1,0,2008-08-23 00:00:00,30633,37266,23780,26777,40080,24020,24843,30338,24737,24741,34248,23686,26111,30831,38835,31291,31013,30935,39297,26181,30960,30843,England,England Premier League,Fulham,FUL,Arsenal,ARS
1845,2008/2009,1,2,2008-08-23 00:00:00,36373,31731,37280,23115,24728,24171,40055,24664,31088,23257,27267,31465,30371,24004,33086,24846,24011,109058,23268,24006,148790,24160,England,England Premier League,West Bromwich Albion,WBA,Everton,EVE
1846,2008/2009,0,1,2008-08-25 00:00:00,36286,34036,34418,26108,24216,25517,24653,23988,63520,30348,30830,30726,30362,30620,30865,32569,24148,40961,30373,24150,30829,38817,England,England Premier League,Portsmouth,POR,Manchester United,MUN
1847,2008/2009,3,2,2008-08-23 00:00:00,23794,40574,34214,40005,23371,24435,23333,35636,25668,23288,38755,30380,30357,43280,24658,23282,38609,24780,23782,23354,23264,26165,England,England Premier League,Stoke City,STK,Aston Villa,AVL
1848,2008/2009,0,1,2008-08-24 00:00:00,24886,34987,35472,24230,111865,35327,25150,97988,24663,34466,127857,30859,25925,30911,30627,38834,30699,30675,30631,30686,30630,37804,England,England Premier League,Wigan Athletic,WIG,Chelsea,CHE
1849,2008/2009,1,0,2008-12-29 00:00:00,30726,38994,30865,43248,24150,30893,24148,34944,30802,30829,27430,22978,24183,24163,24166,24167,24753,24393,35544,30892,42183,35608,England,England Premier League,Manchester United,MUN,Middlesbrough,MID
1850,2008/2009,1,0,2008-12-28 00:00:00,23686,26111,38835,30616,31291,30935,39297,27277,26181,30960,36410,36286,47418,34418,24216,40987,23190,25517,24653,24373,38820,30830,England,England Premier League,Arsenal,ARS,Portsmouth,POR
1851,2008/2009,2,1,2008-12-28 00:00:00,36374,36394,24751,23818,26348,30966,24223,30734,109898,27665,34543,23794,40574,40005,40695,35467,25668,23333,23253,33941,23072,38755,England,England Premier League,West Ham United,WHU,Stoke City,STK
1852,2008/2009,3,0,2008-12-28 00:00:00,31465,24023,23268,33086,24846,24011,24006,30371,39618,36012,30876,24527,24411,24446,24408,36786,38802,24655,30352,24410,33418,30988,England,England Premier League,Everton,EVE,Sunderland,SUN
1853,2008/2009,1,5,2008-12-28 00:00:00,24224,24234,24228,30929,37475,33852,40565,30360,29581,34574,30619,30660,30617,24134,25984,47547,24800,38818,95327,30915,30618,37139,England,England Premier League,Newcastle United,NEW,Liverpool,LIV
1854,2008/2009,2,2,2008-12-28 00:00:00,30622,37764,19020,23921,24136,30842,23913,38711,23916,34947,34176,31432,30509,24209,24211,26436,30367,39027,40198,24213,41622,33974,England,England Premier League,Blackburn Rovers,BLB,Manchester City,MCI
1855,2008/2009,2,2,2008-12-28 00:00:00,30633,37266,26777,23780,24781,24020,25253,30338,30956,31907,24741,30859,25925,31306,26564,38834,30686,32345,30631,30630,30822,30679,England,England Premier League,Fulham,FUL,Chelsea,CHE
1856,2008/2009,0,1,2008-12-28 00:00:00,23932,26454,35438,24336,23785,24372,23933,23784,23937,34261,23934,24886,34987,25005,24230,111865,35327,25150,97988,24890,34466,127857,England,England Premier League,Bolton Wanderers,BOL,Wigan Athletic,WIG
1857,2008/2009,2,0,2008-12-28 00:00:00,36373,31731,23115,26527,25922,24171,24664,23257,38433,32570,23788,30455,46403,24531,38697,40006,30895,34182,30818,23760,31097,23949,England,England Premier League,West Bromwich Albion,WBA,Tottenham Hotspur,TOT
1858,2008/2009,0,1,2008-12-30 00:00:00,23021,40132,34275,26066,34430,23438,32577,23023,3512,23025,26143,30380,24780,40128,24658,30357,23283,38609,23782,38807,23264,23354,England,England Premier League,Hull City,HUL,Aston Villa,AVL
1859,2008/2009,3,0,2009-01-11 00:00:00,30726,30615,30865,43248,32569,30893,24148,24154,30802,27430,30829,30859,25925,30911,30627,38834,30630,30631,32345,30699,30686,30822,England,England Premier League,Manchester United,MUN,Chelsea,CHE
1860,2008/2009,1,0,2009-01-10 00:00:00,23686,26111,30831,30986,31291,30935,27277,39297,26181,30960,30843,23932,113772,35438,24336,23785,23934,35532,23784,23937,24372,34261,England,England Premier League,Arsenal,ARS,Bolton Wanderers,BOL
1861,2008/2009,2,1,2009-01-10 00:00:00,30380,24780,24658,43280,30357,38807,23283,23782,38609,23354,23264,36373,36832,23115,26527,24728,24171,40055,24664,38433,98058,23788,England,England Premier League,Aston Villa,AVL,West Bromwich Albion,WBA
1862,2008/2009,2,0,2009-01-10 00:00:00,31465,24023,23268,33086,24846,24006,24011,30371,36012,39618,30876,23021,40132,26066,34275,34430,32577,23023,34437,39073,23025,23352,England,England Premier League,Everton,EVE,Hull City,HUL
1863,2008/2009,1,1,2009-01-10 00:00:00,22978,24162,24163,24166,24167,42183,33128,29672,35544,30892,35608,24527,38836,24446,24740,24408,38802,24411,30352,23927,33418,30988,England,England Premier League,Middlesbrough,MID,Sunderland,SUN
1864,2008/2009,2,2,2009-01-10 00:00:00,24224,24228,30929,26209,37475,33852,40565,23983,34574,30619,47382,36374,30687,24751,23818,26348,30966,24223,37169,109898,34543,33781,England,England Premier League,Newcastle United,NEW,West Ham United,WHU
1865,2008/2009,1,2,2009-03-11 00:00:00,30633,37266,26777,23780,24781,24020,25253,30338,24737,30956,31907,30622,37764,19020,23921,30739,38711,23913,24136,23927,34176,23916,England,England Premier League,Fulham,FUL,Blackburn Rovers,BLB
1866,2008/2009,2,0,2009-02-14 00:00:00,36286,34036,34418,24216,23953,34601,33850,24653,38820,30830,23190,24224,98057,39027,24209,30635,40198,30598,24213,30509,33974,33781,England,England Premier League,Portsmouth,POR,Manchester City,MCI
1867,2008/2009,0,0,2009-01-10 00:00:00,23794,23369,40005,40695,35467,25668,35636,23253,24773,23288,23072,30660,30617,24134,22764,34222,24800,95327,38818,37920,30618,37139,England,England Premier League,Stoke City,STK,Liverpool,LIV
1868,2008/2009,1,0,2009-01-11 00:00:00,34421,34987,25005,24230,111865,35327,97988,25150,24890,34466,127857,30455,38697,24531,30354,46403,31097,34182,25421,31921,40755,30348,England,England Premier League,Wigan Athletic,WIG,Tottenham Hotspur,TOT
1869,2008/2009,1,1,2009-01-19 00:00:00,30660,30617,22764,24134,34222,37139,30618,30889,37920,30853,24635,31465,24023,23268,33086,24846,24006,24011,30371,36012,30876,25666,England,England Premier League,Liverpool,LIV,Everton,EVE
1870,2008/2009,1,2,2009-01-17 00:00:00,24527,38836,24446,24740,24408,30954,24655,24411,23927,33418,30988,30380,24780,24658,33863,30357,38807,23283,38609,23782,23354,23264,England,England Premier League,Sunderland,SUN,Aston Villa,AVL
1871,2008/2009,1,1,2009-01-18 00:00:00,30455,46403,38697,30354,31921,30895,34182,25421,31097,40755,30348,36286,34036,34418,24216,40987,23190,24653,38820,26108,63520,30830,England,England Premier League,Tottenham Hotspur,TOT,Portsmouth,POR
1872,2008/2009,3,1,2009-01-18 00:00:00,36374,30687,24751,23818,26348,30966,24223,37169,109898,34543,27665,30633,37266,23780,26777,24781,30956,30338,25253,24020,31907,24741,England,England Premier League,West Ham United,WHU,Fulham,FUL
1873,2008/2009,1,0,2009-01-17 00:00:00,31432,30509,24209,24211,24208,30635,30367,39027,40198,33974,51553,34421,34987,24230,25005,111865,35327,97988,25150,24890,127857,34466,England,England Premier League,Manchester City,MCI,Wigan Athletic,WIG
1874,2008/2009,3,0,2009-01-17 00:00:00,30622,37764,19020,23921,24136,30842,38711,23913,23916,34176,34947,24224,24234,26209,30929,37475,34574,40565,30360,29581,47382,30619,England,England Premier League,Blackburn Rovers,BLB,Newcastle United,NEW
1875,2008/2009,0,1,2009-01-17 00:00:00,23932,26454,23783,24336,23785,113772,23934,35532,23937,24372,37496,30726,30615,30865,43248,24150,24148,40961,34944,30893,27430,38817,England,England Premier League,Bolton Wanderers,BOL,Manchester United,MUN
1876,2008/2009,3,0,2009-01-17 00:00:00,36373,36832,23115,42594,24728,40055,38433,24664,23257,98058,26494,22978,24162,24163,24166,24161,24393,33128,97932,30892,42183,35608,England,England Premier League,West Bromwich Albion,WBA,Middlesbrough,MID
1877,2008/2009,1,3,2009-01-17 00:00:00,23021,38731,34275,34430,38816,32577,23036,23023,3512,39073,26143,23686,26111,30831,30986,31291,30935,27277,39297,26181,30960,30843,England,England Premier League,Hull City,HUL,Arsenal,ARS
1878,2008/2009,2,1,2009-01-17 00:00:00,30859,25925,30911,26564,38834,30631,32345,30699,31906,37804,30679,23794,23369,40695,40005,35467,25668,23253,35636,24773,23072,24001,England,England Premier League,Chelsea,CHE,Stoke City,STK
1879,2008/2009,1,0,2009-01-27 00:00:00,24527,36786,24740,24408,43259,38802,24655,24411,17866,33418,30988,30633,37266,26777,23780,24781,24020,25253,30338,30956,24741,31907,England,England Premier League,Sunderland,SUN,Fulham,FUL
1880,2008/2009,3,1,2009-01-27 00:00:00,23984,46403,24531,38697,40006,30895,34182,31097,23760,40755,30348,23794,23369,40695,40005,35467,25668,23253,35636,24773,23072,24001,England,England Premier League,Tottenham Hotspur,TOT,Stoke City,STK
1881,2008/2009,2,0,2009-01-28 00:00:00,36374,30687,24751,23818,26348,30966,37169,24223,109898,27665,34543,23027,34430,34275,26066,23022,34437,23023,39073,38816,26143,111975,England,England Premier League,West Ham United,WHU,Hull City,HUL
1882,2008/2009,0,5,2009-01-27 00:00:00,36373,36832,34551,42594,24728,31731,38433,40055,23257,98058,26494,30726,30615,30620,30865,24150,30802,34944,24154,30893,27430,38817,England,England Premier League,West Bromwich Albion,WBA,Manchester United,MUN
1883,2008/2009,0,1,2009-01-27 00:00:00,36286,34036,34418,24216,23953,34601,24653,24747,40987,30830,37140,30380,33863,40128,24658,30357,25075,38609,23782,38807,23264,34466,England,England Premier League,Portsmouth,POR,Aston Villa,AVL
1884,2008/2009,1,1,2009-01-28 00:00:00,24886,34987,35472,25005,111865,37684,24528,25150,24890,127857,38491,30660,37442,22764,30617,34222,24800,95327,38818,30915,30618,30853,England,England Premier League,Wigan Athletic,WIG,Liverpool,LIV
1885,2008/2009,1,1,2009-01-28 00:00:00,31465,24023,23268,33086,24846,24006,24011,30371,36012,39618,30876,23686,26111,30986,38835,31291,27277,39297,23678,26181,30960,30843,England,England Premier League,Everton,EVE,Arsenal,ARS
1886,2008/2009,2,1,2009-01-28 00:00:00,31432,24208,24209,39027,30635,30509,24213,30598,30367,33974,33781,24227,24234,24228,26209,37475,23983,24205,30929,34574,30619,47382,England,England Premier League,Manchester City,MCI,Newcastle United,NEW
1887,2008/2009,2,2,2009-01-28 00:00:00,30622,37764,19020,23921,24136,30842,38711,30849,23916,34176,34947,23932,26454,23783,26244,23785,23934,35532,23933,113772,24372,37496,England,England Premier League,Blackburn Rovers,BLB,Bolton Wanderers,BOL
1888,2008/2009,2,0,2009-01-28 00:00:00,30859,25925,26564,30627,38834,32345,31906,30699,30631,30679,37804,22978,24162,24166,24163,24167,24159,24393,97932,24183,30892,23352,England,England Premier League,Chelsea,CHE,Middlesbrough,MID
1889,2008/2009,1,0,2009-01-31 00:00:00,30726,30615,30620,30865,24150,30802,24148,34944,30893,27430,38817,31465,24023,23268,33086,24846,24006,24011,30371,36012,39618,30876,England,England Premier League,Manchester United,MUN,Everton,EVE
1890,2008/2009,0,0,2009-01-31 00:00:00,23686,26111,30831,38835,31291,30935,27277,39297,26181,30960,36410,36374,30687,24751,23818,26348,30966,24223,37169,109898,34543,27665,England,England Premier League,Arsenal,ARS,West Ham United,WHU
1891,2008/2009,2,0,2009-02-01 00:00:00,30660,37442,30617,22764,34222,37139,30889,38818,37920,30618,30853,30859,25925,26564,30627,38834,30699,32345,30631,31906,37804,30679,England,England Premier League,Liverpool,LIV,Chelsea,CHE
1892,2008/2009,0,0,2009-01-31 00:00:00,30380,33863,40128,24658,30357,25075,38609,23782,38807,34466,23264,34421,34987,24230,35472,111865,37684,25150,25005,24528,24663,38491,England,England Premier League,Aston Villa,AVL,Wigan Athletic,WIG
1893,2008/2009,0,0,2009-01-31 00:00:00,35442,24166,24163,38899,24167,24159,29672,24183,30892,42183,23352,30622,37764,23921,19020,24136,30842,30849,38711,23916,30646,34947,England,England Premier League,Middlesbrough,MID,Blackburn Rovers,BLB
1894,2008/2009,1,1,2009-02-01 00:00:00,24227,24228,26209,30929,37475,33852,23933,30360,34574,47382,24225,24527,36786,24740,24408,43259,30954,24411,30352,38802,33418,30988,England,England Premier League,Newcastle United,NEW,Sunderland,SUN
1895,2008/2009,3,1,2009-01-31 00:00:00,30633,37266,23780,26777,24781,30956,25253,30338,24020,24741,31907,36286,34036,26108,24216,23953,34601,24653,24747,63520,30830,37140,England,England Premier League,Fulham,FUL,Portsmouth,POR
1896,2008/2009,3,2,2009-01-31 00:00:00,23932,26454,23783,26244,23785,24372,155384,35532,23937,23934,37496,23984,46403,24531,38697,40006,23760,34182,97988,30895,31097,40755,England,England Premier League,Bolton Wanderers,BOL,Tottenham Hotspur,TOT
1897,2008/2009,2,2,2009-01-31 00:00:00,23027,34430,34275,26066,23022,32577,23438,23023,34437,38816,23034,36373,31731,42594,37280,24728,24171,40055,38433,23257,26494,98058,England,England Premier League,Hull City,HUL,West Bromwich Albion,WBA
1898,2008/2009,1,0,2009-01-31 00:00:00,23794,23369,40695,40005,33941,25668,23253,35636,24773,24001,38755,31432,24208,39027,24209,30635,30367,30598,30509,24213,33974,33781,England,England Premier League,Stoke City,STK,Manchester City,MCI
1899,2008/2009,2,0,2009-02-07 00:00:00,24527,36786,24740,24408,43259,38802,24411,30352,17866,33418,30988,23794,23369,40695,40005,33045,23072,23253,24773,24133,24001,38755,England,England Premier League,Sunderland,SUN,Stoke City,STK
1900,2008/2009,0,0,2009-02-08 00:00:00,23984,46403,24531,38697,40006,30895,30818,97988,31097,40755,24635,23686,26111,30831,38835,31291,30935,39297,23678,26181,30960,30843,England,England Premier League,Tottenham Hotspur,TOT,Arsenal,ARS
1901,2008/2009,0,1,2009-02-08 00:00:00,36374,30687,24751,23818,26348,30966,24223,37169,109898,34543,27665,30726,38994,30620,30865,24150,24154,30373,34944,30893,38817,27430,England,England Premier League,West Ham United,WHU,Manchester United,MUN
1902,2008/2009,3,0,2009-02-07 00:00:00,31465,24023,23268,33086,24846,46810,24011,30371,24006,30876,40792,23932,24336,23783,26244,23785,26454,155384,35532,24372,23934,37496,England,England Premier League,Everton,EVE,Bolton Wanderers,BOL
1903,2008/2009,1,0,2009-02-07 00:00:00,24224,24208,24209,39027,30635,30367,30598,24213,30509,33974,33781,35442,24166,24163,38899,24167,24159,24183,33128,30892,35608,23352,England,England Premier League,Manchester City,MCI,Middlesbrough,MID
1904,2008/2009,0,2,2009-02-07 00:00:00,30622,37764,19020,23921,24136,23916,30849,38711,30342,34947,34176,30380,33863,24658,40128,30357,38807,38609,23782,23354,34466,23264,England,England Premier League,Blackburn Rovers,BLB,Aston Villa,AVL
1905,2008/2009,2,3,2009-02-07 00:00:00,36373,36832,23115,37280,24728,24171,40055,38433,31088,23257,26494,24227,24228,26209,30929,37475,24890,23933,30360,34574,24225,36412,England,England Premier League,West Bromwich Albion,WBA,Newcastle United,NEW
1906,2008/2009,2,3,2009-02-07 00:00:00,36286,34036,34418,24216,23953,24653,33850,24747,40987,23190,30830,30660,30617,22764,25984,37442,34222,38818,414792,30915,41175,24800,England,England Premier League,Portsmouth,POR,Liverpool,LIV
1907,2008/2009,0,0,2009-02-07 00:00:00,34421,34987,24230,25005,111865,35327,24528,25150,29581,38491,71550,30633,37266,26777,23780,24781,24020,25253,30338,30956,31907,24741,England,England Premier League,Wigan Athletic,WIG,Fulham,FUL
1908,2008/2009,0,0,2009-02-07 00:00:00,37149,25925,26564,30627,38834,32345,38239,30699,30631,31906,37804,23027,34430,34275,26066,23022,23438,23023,34437,38816,39073,23034,England,England Premier League,Chelsea,CHE,Hull City,HUL
1909,2008/2009,2,1,2009-02-21 00:00:00,35906,38994,30620,43248,32569,30893,30373,34944,40945,30829,27430,30622,37764,23921,30739,24136,30849,23927,38711,30342,23916,30646,England,England Premier League,Manchester United,MUN,Blackburn Rovers,BLB
1910,2008/2009,0,0,2009-02-21 00:00:00,23686,26111,30831,38835,31291,26181,39297,23678,3520,36410,30843,24527,23939,24740,24408,43259,38802,24411,24655,17866,30352,30988,England,England Premier League,Arsenal,ARS,Sunderland,SUN
1911,2008/2009,1,1,2009-02-22 00:00:00,30660,37442,30617,22764,414792,24800,38818,95327,37920,37139,30853,24224,24208,24211,24209,30635,30509,30598,39027,24213,33781,33974,England,England Premier League,Liverpool,LIV,Manchester City,MCI
1912,2008/2009,0,1,2009-02-21 00:00:00,30380,33863,24658,40128,30357,38807,38609,23782,23354,34466,23264,30859,25925,26564,30627,30856,30631,32345,30699,30822,31906,37804,England,England Premier League,Aston Villa,AVL,Chelsea,CHE
1913,2008/2009,0,0,2009-02-21 00:00:00,35442,33754,24166,38899,24167,24393,33128,35544,24159,30892,35608,34421,34987,35472,24230,111865,22991,24528,25150,29581,41877,127857,England,England Premier League,Middlesbrough,MID,Wigan Athletic,WIG
1914,2008/2009,0,0,2009-02-22 00:00:00,24227,24228,26209,30929,37475,24890,30360,23933,34574,36412,24225,31465,23268,24004,33086,24846,46810,30371,24011,109058,25666,40792,England,England Premier League,Newcastle United,NEW,Everton,EVE
1915,2008/2009,2,0,2009-02-22 00:00:00,30633,37266,23780,26777,24781,30956,30338,25253,24020,24741,31907,36373,31731,23115,37280,24728,24171,40055,38433,,26494,98058,England,England Premier League,Fulham,FUL,West Bromwich Albion,WBA
1916,2008/2009,2,1,2009-02-21 00:00:00,23932,26454,23783,26244,23785,23934,155384,23784,23937,24372,34261,36374,33312,24751,23818,26348,24223,30966,37169,109898,34543,27665,England,England Premier League,Bolton Wanderers,BOL,West Ham United,WHU
1917,2008/2009,1,2,2009-02-23 00:00:00,23027,34430,34275,24509,23022,34437,23023,26066,38816,23438,26143,23984,46403,38697,30354,40006,30895,30818,97988,31097,24635,23949,England,England Premier League,Hull City,HUL,Tottenham Hotspur,TOT
